# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false "gmm-boost-silence --boost=1.0 1 exp/mono0a/10.mdl - |" "ark:gunzip -c exp/mono0a/fsts.22.gz|" "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split32/22/utt2spk scp:data/train/split32/22/cmvn.scp scp:data/train/split32/22/feats.scp ark:- | add-deltas  ark:- ark:- |" "ark,t:|gzip -c >exp/mono0a/ali.22.gz" 
# Started at Thu Dec  5 01:03:31 CST 2019
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false 'gmm-boost-silence --boost=1.0 1 exp/mono0a/10.mdl - |' 'ark:gunzip -c exp/mono0a/fsts.22.gz|' 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split32/22/utt2spk scp:data/train/split32/22/cmvn.scp scp:data/train/split32/22/feats.scp ark:- | add-deltas  ark:- ark:- |' 'ark,t:|gzip -c >exp/mono0a/ali.22.gz' 
gmm-boost-silence --boost=1.0 1 exp/mono0a/10.mdl - 
LOG (gmm-boost-silence[5.5.166~1-013489]:main():gmm-boost-silence.cc:93) Boosted weights for 5 pdfs, by factor of 1
LOG (gmm-boost-silence[5.5.166~1-013489]:main():gmm-boost-silence.cc:103) Wrote model to -
apply-cmvn --utt2spk=ark:data/train/split32/22/utt2spk scp:data/train/split32/22/cmvn.scp scp:data/train/split32/22/feats.scp ark:- 
add-deltas ark:- ark:- 
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_11485A
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_1188A
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_19A
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_1A
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_1B
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_1O631A
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_1OA
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_24536A
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_26O6659A
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_2776A
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_2957O91A
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_2A
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_2B
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_2ZA
LOG (gmm-align-compiled[5.5.166~1-013489]:main():gmm-align-compiled.cc:127) LD_33A
